id,text,Anger,Anticipation,Disgust,Fear,Joy,Love,Neutral,Sadness,Surprise,Trust,Direction,Topic
04b19fcefed25f6919fbbb8fe6ac4f1e,RT @user: Serve aggiungere altro? #Ulisse INIZIA ORA su @user e @user #Leonardo500 #LeonardoDaVinci https://t.co/3QwWm3PRIp,0,1,0,0,1,1,0,0,0,0,1,0
6320e808285b5e1613dbd28580affd21,RT @user: La differenza tra chi ha studiato ed è una donna forte ed indipendente con una mentalità aperta come la signora Maestra e…,0,0,0,0,0,0,1,0,0,0,0,0
abdddf2c6231ca527bbaf808e8c11085,Metà della sobrietà di #IlariaCucchi dovrebbe essere distribuita a tutti #CheTempoCheFa,0,0,0,0,0,0,0,0,0,1,0,1
8b6a76b34ed6bdb23d61ba9ef386ecb8,LENÙ PER PIACERE SCAPPA STO IN ANSIA PER TE TI PREGO #LAmicaGeniale,0,1,0,1,0,0,0,0,0,0,0,1
913743b451b8178fa138c7b27f26fac6,@user Nooooo!!! La signora Cecchini 😢 #DonMatteo12,0,0,0,0,0,0,0,1,0,0,0,1
a759ed87206806cfcfd9be7ea36abfb3,@user Appunto Maurizio 😁 e i loro marchio di fabbrica 😉,0,0,0,0,0,0,1,0,0,0,0,0
0900b3ecb22c05b8815d046228165ec2,RT @user: La puntata di questa sera di #Ulisse sui rastrellamenti di ebrei in Italia andrebbe proiettata in tutte le scuole.,0,0,0,0,0,0,0,0,0,1,0,0
46e134f4ebbefefe2f939c9c380a28b6,RT @user: L'Italia è una repubblica fondata su Piero e Alberto Angela. #Ulisse #MoonDay #MoonDayRai https://t.co/0roFSXKgUE,0,0,0,0,0,1,0,0,0,1,1,0
7dc4cab2f41cd5229ec57a465e4d25c4,Chi ci deve pensare alla drogah? #chilhavisters #teamdivano #chilhavisto,0,0,0,0,0,0,1,0,0,0,0,1
e9548c8572aeae0fc3af3ef3b69ee94b,"RT @user: Questa sera alle 21:25 su @user a ""Una storia da cantare""porteremo la versione de ""Il Bombarolo"" preparata per ""Faber…",0,1,0,0,0,0,0,0,0,0,1,1
ec4f4f1514c51b385f72ef7251a1aadf,Comunque a Lino non fa bene vedere la puntata con noi mi sa eh 😂 #LaPortaRossa2,0,0,0,0,1,0,0,0,0,0,1,1
8b905edda9413362b039037cdaf76df5,Quando due piccoli amanti risolvono tutto #IMedici,0,0,0,0,1,0,0,0,0,0,0,1
31daccaca0dd7752eb98e3ab65ae0ca8,RT @user: CIAOOOOOOONE ARTHUR. ALICE HA SCELTO CLAUDIO. CLAUDIO HA DETTO TI AMO AD ALICE. ALICE È CORSA DA CLAUDIO. E IN TUTTO Q…,0,0,0,0,1,0,0,0,0,0,0,1
abc99d416b15fd21e4a4b65025b092c1,"@user ????? Hai ragione!!! Ero troppo preoccupata per Sandro che prova a mettere le sue preziose mani nel fuoco per salvare la sua opera. Non potevo anche mettere in funzione il neurone, lo shock era eccessivo! ?? Ma a me pare che nella realtà non sia",0,0,0,1,0,0,0,0,1,1,1,1
05335288382e04b86bc35aa42c6d2f99,È PARTITA MARIA GRAZIA #pechinoexpress,0,0,0,0,0,0,1,0,0,0,0,0
91d2a5d57b961663b511e02a7cd29cee,Sono così senza idee che per me in sto momento può essere pure il mio comodino  #IlCantanteMascherato,0,0,0,0,0,0,1,0,0,0,1,1
3099ac3de2b4b8c948cb54aa6a3823b2,Ma la pelle d'oca???? Vi odio e Vi Amo 💯😍 #LAllieva2 @user @user https://t.co/13akfR2o0z,0,0,0,0,1,0,0,0,0,0,0,0
480139a6cd8d20f1955dffe2098c824a,Il volo 🌻 #Sanremo2019,0,0,0,0,0,0,1,0,0,0,0,1
fd9cbc96db978be8741512a90c5ee4fc,Pronti per #LaPortaRossa2 😍😍😍 https://t.co/Puxfo7GgDT,0,1,0,0,0,0,0,0,0,0,1,0
99c74cf669111e82e06bee97b8ec2281,"RT @user: L'anno scorso dirigeva l'orchestra mentre Mahmood cantava Soldi, quest'anno suona il piano mentre Rancore canta Luce, Dardus…",0,0,0,0,0,0,1,0,0,0,0,0
ddf1332e1d86517077ed1976f4fbb608,@user @user @user 😍😍😍grandissima @user,0,0,0,0,0,0,0,0,0,1,0,1
2340dac6124be516d194afffb0dcde85,Ora datemi gli Zen Circus #Sanremo2019,0,1,0,0,0,0,0,0,0,1,0,0
2ca8adfde8caa4fd98ab339e245cfdae,RT @user: +++ PREMIO ALLA CARRIERA PER RITA PAVONE A PATTO CHE FINISCA ADESSO +++ . #Sanremo20,0,0,1,0,0,0,0,0,0,0,0,1
b720b083caac3d8e75ecca6d7c1fa15f,Ma Luxuria TOOOOOOOOP #taleequaleshow #taleequale,0,0,0,0,0,0,0,0,0,1,1,0
3dd97a59225d3a6096ab81c3996e2356,RT @user: La blind audition di Suor Cristina storia della tv #BallandoConLeStelle,0,0,0,0,0,0,0,0,0,1,0,1
cfdb9080841e9dc362ffc8b159b96390,@user @user Io tantissimo super @user 😭😭😭😭,0,0,0,0,0,0,0,1,0,0,0,1
3109c1653ee7d340e0ba3dfa4afaf79b,Ora siamo tutti sollevati #IMedici,0,0,0,0,0,0,0,0,0,1,0,1
c8474b3777f72a73e2547b9db8fa7780,Rap e trap a Sanremo? Claudio che hai combinato.. #Sanremo2019 https://t.co/FIPSpMgGlY,0,0,0,0,0,0,0,1,1,0,0,0
d32898637e0b4c856c48430fe40b207d,la cantina della shura #angelers #meraviglie https://t.co/X51ouxD6rR,0,0,0,0,0,0,0,0,0,1,0,1
e4081bfddc790cb03e0c7ff904996eea,@user Urka quanti accenti! 😜😜😜,0,0,0,0,0,0,0,0,1,0,0,1
13fe4b4a1d23cb65233c4b55b1fa091b,RT @user: Quando vedo duetti in cui non è coinvolto Baglioni me lo immagino dietro le quinte legato tipo Ulisse. #Sanremo2019 [@user…,0,0,0,0,0,0,1,0,0,0,1,0
3ba82abefe8b9ec4928b2e6db55e0a49,"🔴 Alberto Angela su Palazzo Biscari: ""Un vero gioiello"".  #Meraviglie #Catania #CataniaUp #CataniaUpLive https://t.co/w82q4dWc26",0,0,0,0,0,0,1,0,0,0,0,1
a5c2914548b5b044e286d8f5283df5a2,Ma povero Pilip... vai a fare del bene.... #LaPortaRossa2 @user,0,0,0,0,0,0,0,1,0,0,0,1
4079bd34bf62e975f23b65ae10cb370b,"RT @user: Ah finché la supplente stava zitta andava bene perché è figa, appena esprime il suo parere ""non fa bene il suo lavoro"". Masch…",0,0,1,0,0,0,0,0,0,0,0,1
15b0a822d69ec0d338b5b8a72a934bbc,RT @user: CC che piange noooooo..tenero💖!! #LAllieva2 @user,0,0,0,0,0,0,0,0,0,1,0,1
7cdd649b91d4a6efff90bc3bdba111f2,"RT @user: Irama non avrà vinto la competizione ma ha vinto noi, ha vinto l’emozione delle persone. Ha conquistato nuovi potenziali fa…",0,0,0,0,0,1,0,0,0,1,1,1
3edbcef760e06df0f156b95a0cd9ab99,"RT @user: A @user sarebbe spettato il compito di pilotare il modulo di comando dell’Apollo 11, mentre Neil Armstrong e @user…",0,0,0,0,0,0,1,0,0,0,0,1
b05664587049cee713ec7c38b7697e96,"In questi casi le parole non bastano, si ho avuto i brividi anche in questa interpretazione, la tua anima si è percepita tutta, si percepisce quanta passione e cuore ci stai mettendo. Grazie per le emozioni, sei sempre l'orgoglio di chi crede da una vita in te. 💙 #taleequale https://t.co/IdC9JoTUMT",0,0,0,0,1,0,0,0,0,1,0,1
b49ae37a8cd13031d2f2a7f477bd9e27,RT @user: Finalmente @user a #chetempochefa con #Voglio e #BuonaVita 💣 #MengoniCheTempoCheFa https://t.co/Ru42z4696Q,0,1,0,0,0,0,0,0,0,0,0,1
dd4b537419536c380c31e069859b34e6,RT @user: Quando è iniziato il festival aveva 8 anni ora ne ha 11 ⚰️⚰️⚰️⚰️⚰️⚰️ #Sanremo2020,0,0,0,0,0,0,1,0,0,0,1,0
1cc8c03f538bc07078c6330d01821fe2,RT @user: Anastasio molto Fibra prima maniera o sbaglio? #Sanremo2020 #Sanremo70,0,0,0,0,0,0,1,0,0,0,0,1
7f36c704116619e188f41b48706a35ff,E questo fino a 10 secondi fa mi pareva fin troppo Carrisi ma ora non ne sono più così sicura #IlCantanteMascherato,0,0,0,0,0,0,1,0,0,0,1,0
423963b9c546df2bfded3e23fc668931,"""È una scassacazzo""  ""É lei sicuro"" ??  #LAmicaGeniale",0,0,0,0,0,0,1,0,0,0,0,0
215924806fefa58ae26cc8ca16b2241d,"@user @user Soprattutto perché stava cantando “vietato morire” e non “non mi avete fatto niente”.. però si, un Fabrizio Moro mettiamocelo sempre 😂",0,0,0,0,1,0,0,0,0,0,0,1
be1b63ee7195b4d59e1eac2cf745e3e6,COMUNQUE È UNO STRAZIO STA PUNTATA. #DonMatteo12,0,0,0,0,0,0,0,1,0,0,0,1
976dd5fdbe2c5f01e2137075e5d3644f,Pronti per #ilcollegio!,0,1,0,0,0,0,0,0,0,0,1,0
3112087c80047cec9d11b2050a751ad8,#Canino non ci ripensare... la figura di merda l'hai già fatta #BallandoConLeStelle,0,0,1,0,0,0,0,0,0,0,1,0
a7bd01819faee922f338231b47ee55de,Riki faccelo un sorriso #Sanremo2020,0,0,0,0,0,0,0,0,0,1,0,1
2346ce00f3081bb23c239275310e0967,RT @user: MA QUI CHE LO VEDE? NO RAGA NON MI RIPRENDERÒ PIÙ 😭😭😭😭😭😭 https://t.co/7uXcp5j4Po,0,0,0,0,0,0,0,1,0,0,0,1
0d4f951d3fcf4f3c4f4f5a0971f8cfb7,Ballando con le stelle puntata in diretta: Suor Cristina - #Ballando #stelle #puntata #diretta: https://t.co/UElh8yYKk8,0,0,0,0,0,0,1,0,0,0,1,1
798f06386a6d65feb0430da98b2c9bed,@user Se sei chilavisters dall'Olanda non proprio benissimissimo dai,0,0,0,0,0,0,1,0,0,0,0,0
3037717da5c0f2fd3cf8811fbe920db2,RT @user: Roberta Ragusa: I dubbi dei genitori di Antonio Logli sulla sua innocenza #chilahvisto https://t.co/XcSwdmf08e,0,0,0,0,0,0,1,0,0,0,0,1
259ccc9a92f7cb2c03818ef5fa9fc330,"RT @user: Simonetta Vespucci ha vissuto solo 23 anni ed è riuscita a far innamorare uomini illustri e ad ispirare poesie, canti e sop…",0,0,0,0,0,0,0,0,0,1,0,1
d097e8c0e5005d3f880664cbbc800747,RT @user: Il grande Piero De' Medici ci lascia. ???? Ora tocca a te portare alto il nome di questa famiglia e diventare #LorenzoI…,0,1,0,0,0,0,0,0,1,0,0,1
75334f31a26007baf90fcb6f4564d552,@user No perchè non c'erano le comunità,0,0,0,0,0,0,1,0,0,0,0,0
b9a9b667969ee0ccd5fa38410ddd2ec5,"RT @user: Ma si, facciamo i buoni, facciamoli venire qua e siamo caritatevoli con queste bestie. BESTIE. BESTIE. BESTIE. Il primo Pi…",1,0,1,0,0,0,0,0,0,0,0,1
28681464085f4559733acbc1d277e753,Applausoni anche a Tommy e Fabrizio che da SCOPPIATI sono comunque arrivati secondi #pechinoexpress https://t.co/bBEy8PhG4R,0,0,0,0,0,1,0,0,0,1,1,1
29cedc5fb649314839a9ead7da6908fe,"RT @user: Alla faccia della libertà di stampa #Report #Juventus Inchiesta Juve, minacce a @user per la trasmissione su 'ndran…",0,0,1,0,0,0,0,0,0,0,0,1
4da14970ed2d4b22b393824a9b0afcf2,"No l’ultima puntata de La prova del cuoco di Antonellina no, piango. #CheTempoCheFa",0,0,0,0,0,0,0,1,0,0,0,1
d74e7affe647571c8bc6085354eaebbe,ho capito solo relazione #chilhavisto,0,0,0,0,0,0,1,0,0,0,0,0
8226017425d1d7501ceb295697f40742,@user Lucarelli si è superato!!!! #LaPortaRossa2,0,0,0,0,0,0,0,0,0,1,1,0
03c4b45f60b63437d7b021aff9ef52bd,"RT @user: 'Ciao Gesù' 'Simpatico, chi cazz* sei?' Io sono sinceramente schifata da questi pseudo - giornalisti che dovrebbero ess…",1,0,1,0,0,0,0,0,0,0,0,1
54e90fa93ee5625dc3575077a715c11b,"RT @user: Praticamente gli scudetti veri, presunti o sul campo sono l'ultimo dei misfatti. Pazzesco #Report",0,0,0,0,0,0,0,0,1,0,0,1
6def7e12c2e9965a1991875074da6d38,RT @user: LA POLITICA ITALIANA RIPARTA DALLA MONARCHIA CON ACHILLE COME REGINA #Sanremo2020 https://t.co/dcFIHIlJyU,0,0,0,0,0,0,0,0,0,1,1,0
f5ca0dea4edfdeae4ca74131832647ff,La testimonianza di #SamiModiano è da sentirsi male. Dopo tutti questi anni sente ancora il dolore come il primo giorno. #Ulisse,0,0,0,0,0,0,0,1,0,0,0,1
6625f006ed68926414b319bb9498b34b,"RT @user: ""Firenze potrà essere vostra oggi, ma non dimenticherà mai i Medici e loro non dimenticheranno mai Firenze."" Mi fa male il c…",0,0,0,0,0,0,0,1,0,0,0,1
cfedb1ddc04ee54d3d9ab6b0551b64c6,RT @user: Io pure voglio essere adottata dai licatesi! ❤️ #chilhavisto,0,0,0,0,0,1,0,0,0,0,0,1
a20945a1acca7490776dd437705e9d19,Insomma stasera mi devo proprio incazzare #chilhavisto,1,0,0,0,0,0,0,0,0,0,0,1
85ed67720882ac7f334a41b2a0d381a3,RT @user: Grazie lo stesso. Vi amo!! #CosaTiAspettiDaMe #finale #LiBerté #nuovosingolo #festival #sanremo2019 https://t.co/NtCbW4…,0,0,0,0,0,1,0,0,0,1,1,1
02a06ccb6278aaeeea248c85f814380c,RT @user: Domani è martedì anche se c'è Report. A nessuno venga in mente di girare su Rai Tre nemmeno per un secondo.,1,0,0,0,0,0,0,0,0,0,1,0
5600cac3f041343742c9eaac91c09669,"Cmq a me la reazione di Sara a fatto tenerezza non ci credeva manco lei,dopo 10anni dai se l'è meritata la vittoria #BallandoConLeStelle",0,0,0,0,0,0,0,0,0,1,1,0
d963feeb2770e3e5b23448043e58a253,"@user @user Si, pensa a quella povera madre. Non solo non vanno in galera, ma girano indisturbati intorno a lei. E in totale le devono 10.000 euro? Per un figlio morto!",0,0,0,0,0,0,0,1,0,0,0,1
af3a627043ae42737537705f9384d87d,@user Sono morta 😂😂,0,0,0,0,1,0,0,0,0,0,0,0
74d8d0eb2b172525fea13192236a06a6,"E sono curiosa di vederlo all'Eurovision, daje 🎻",0,1,0,0,0,0,0,0,0,0,0,0
b6fb55116bb2cc783a36cf73e8a9ca37,@user @user Ahahahahahah che meraviglia me lo ricordo benissimo anch'io 😂😂😂,0,0,0,0,1,0,0,0,0,0,0,1
fddcdb16ac1a255d662d921667eb6520,"RT @user: Perché Margherita è dolce, perché Margherita è vera. #Sanremo2019 https://t.co/LzqAs8cWtM",0,0,0,0,0,0,0,0,0,1,0,1
9f3b8fc732aa3030156319a360d8a8fe,Soeil non la posso vedere e nemmeno sentire #pechinoexpress,0,0,1,0,0,0,0,0,0,0,1,0
a50e7e4c19215f2c0ad9f18cd273970e,"RT @user: 8 giugno 1773, #MariaAntonietta arriva a Parigi. I cannoni scoppiano in segno di festa e scoppia di felicità il cuore della reg…",0,0,0,0,0,0,1,0,0,0,0,1
367baeea1d205316765bcde25972b5e1,RT @user: Bisio non è #favino #sanremo2019,0,0,0,0,0,0,0,1,0,0,0,0
8bf456636dd46df30847a881dcd09091,Straziante #chilhavisto #MarcoVannini,0,0,0,0,0,0,0,1,0,0,0,1
82525223738abaa93ad3eaab19c4e370,RT @user: Siete tutti ubicati sul divano davanti alla tv? No perché sta per iniziare #LaPortaRossa2 su @user,0,1,0,0,0,0,0,0,0,0,1,0
cda8d082cc6fa73618931172f9a1506d,"RT @user: ""Leonardo scriveva da destra a sinistra, in modo speculare. Per leggerlo, infatti, si doveva mettere il foglio davanti ad un…",0,0,0,0,0,0,1,0,0,0,0,0
294fbe2522ae87291e10c8a3e041136a,RT @user: bradley james che si augura che ci piaccia la puntatAHAHAAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA…,0,0,0,0,1,0,0,0,0,0,1,0
f5f5f3344f4178b018dcd66449d09fa1,RT @user: L’intelligenza de Le Vibrazioni di inserire il linguaggio dei segni per estendere la comprensione a tutti. Chapeau. #Sa…,0,0,0,0,0,0,0,0,0,1,0,1
062f1d1ac6ce0ba0eb97c340142df6a3,RT @user: Questo triangolo Alice-CC-Sergio Einardi ci sta angosciando sempre di più! #LAllieva #LAllieva2 #Rai1,0,1,0,1,0,0,0,0,0,0,0,1
791b3544a739a9576ba238500196c636,"Capisco l'importanza di questi aneddoti terribili, ma voglio sentire il parere della Sciary sulla lunga intervista della Leosini a Ciontoli dai dai dai. #chilhavisto",0,1,0,0,0,0,0,0,0,0,0,0
17205ad9dad611efc883c124058c2eb5,"RT @user: Questo è stato assunto alla banca dei Medici perché sapeva ""far di conto"". E poi è finito assassinato perché li conosceva. V…",0,0,0,0,0,0,0,0,1,0,0,1
316c10f78b4a3f1c4612f6c5d4be46a9,"RT @user: Ferito a morte una ceppa, Jacopo. Lorenzo è vivo. ?? #IMedici #LorenzoIlMagnifico #Magnificers https://t.co/cmwyujvlIk",1,0,0,0,0,0,0,0,0,0,0,1
d39ade6042cdde2dd8ffc5ff9cd0739f,"RT @user: @user Taccia, Renzi! Chi racconta balle in Italia è proprio lei! Sembra un bambino del nido che fa i capricci ch…",1,0,0,0,0,0,0,0,0,0,0,1
d517616391e60ef3841c0d52668213dc,"Anche dal punto di vista televisivo queste giornate entreranno a far parte della storia: programmi Tv senza pubblico, sembra tutto così surreale #CTCF #Noneladurso #LiveNoneLadUrso #coronavirusitalia https://t.co/ZQVmTjQcqp",0,0,0,0,0,0,0,0,1,0,1,0
a678b6ddba1a0cdb1a194dac568db64a,@user @user La puntata sulla Camorra alla Stadio San Paolo quando andrà in onda..??? https://t.co/pWaQjnxOHE,0,0,1,0,0,0,0,0,0,0,1,1
71a1ed4385f4c6d5a736990f778baaf3,@user Piuttosto che il Volo ripeschino Nino D'Angelo. Ho detto tutto. #Sanremo2019,0,0,1,0,0,0,0,0,0,0,1,1
e924625f44ad480888989b57a2a2e891,"RT @user: Rega, se fossi in Eminem vi farei causa. #Sanremo2020",0,0,1,0,0,0,0,0,0,0,0,1
91e04a5a3b5ff405960a2bdbe36cca94,"RT @user: Guardate, guardate tutti. Perché la storia fatta di silenzi non è maestra di vita. #Ulisse",0,0,0,0,0,0,0,0,0,1,0,0
1037de1bca7ce7e04acc19d30d814d49,"Arte, cultura, natura, l'Italia accoglie in sé una ricchezza immensa tramandataci dalle generazioni passate ma di un'attualita straordinaria. Un patrimonio da preservare, amare e consegnare, intatto, a chi lo avrà in dono dopo di noi. #Meraviglie",0,0,0,0,0,1,0,0,0,1,0,1
541f8a256935dbe0abde864d7f15f44c,"RT @user: Uno zio acquisito di Mazzeo, Mario Montagno Bozzone, ha una condanna definitiva per mafia e una in primo grado all'ergastol…",0,0,0,0,0,0,1,0,0,0,0,1
136a697a52d21b94a616540446d19e14,RT @user: Che bella Emma mamma #UnPassoDalCielo5,0,0,0,0,0,0,0,0,0,1,0,1
f275eb96c58cd9aa9daa84ff00107e3a,RT @user: Io adoro i #ridanciani. #pechinoexpress,0,0,0,0,0,1,0,0,0,0,1,1
b887ad90c4a0b93329283e541ad01462,E se il Leone fosse...?  #IlCantanteMascherato https://t.co/OYiMcdTcRC,0,0,0,0,0,0,1,0,0,0,0,1
c9ba2f1a4da3361a2b8995e44c4b71f0,"""Vorrei ringraziare tutte le persone che ci hanno sostenuto in questo progetto incredibile, che hanno capito il messaggio e che hanno lavorato con noi.""  Potete rivedere qui la performance e l'intervista di #AchilleLauro a #CTCF 👇🏻 @user @user https://t.co/e78Sjf3qVL",0,0,0,0,0,0,1,0,0,0,0,1
